Title,Platforms,Date,Developers
Duke Nukem Forever,PlayStation 3,"June 14, 2011",Gearbox Software / Triptych Games / Piranha Games / 3D Realms
Duke Nukem Forever,Xbox 360,"June 14, 2011",Gearbox Software / Triptych Games / Piranha Games / 3D Realms
Sid Meier's Civilization World,Facebook,"July 6, 2011",Firaxis Games
Sid Meier's Pirates!,iOS,"July 21, 2011",2K Hangzhou
Duke Nukem Forever,macOS,"August 18, 2011",Aspyr
Nicktoons MLB,Nintendo DS,"September 13, 2011",Black Lantern Studios
Nicktoons MLB,Wii,"September 13, 2011",High Voltage Software
Nicktoons MLB,Xbox 360,"September 13, 2011",High Voltage Software
NBA 2K12,iOS,"October 4, 2011",2K China
NBA 2K12,Microsoft Windows,"October 4, 2011",Visual Concepts
NBA 2K12,PlayStation 2,"October 4, 2011",Virtuos / 2K China
NBA 2K12,PlayStation 3,"October 4, 2011",Visual Concepts
NBA 2K12,PlayStation Portable,"October 4, 2011",Virtuos
NBA 2K12,Wii,"October 4, 2011",Virtuos / 2K China
NBA 2K12,Xbox 360,"October 4, 2011",Visual Concepts
Dora & Kai-Lan's Pet Shelter,Nintendo DS,"November 1, 2011",Black Lantern Studios
Team Umizoomi,Nintendo DS,"November 1, 2011",Black Lantern Studios
Nickelodeon Dance,Kinect,"November 8, 2011",High Voltage Software
Nickelodeon Dance,Wii,"November 8, 2011",High Voltage Software
Let's Cheer!,Kinect,"November 15, 2011",Cat Daddy Games
Carnival Games: Wild West 3D,Nintendo 3DS,"November 21, 2011",Cat Daddy Games
Mafia II: Director's Cut,macOS,"December 1, 2011",Feral Interactive
The Darkness II,Microsoft Windows,"February 7, 2012",Digital Extremes / 2K China
The Darkness II,PlayStation 3,"February 7, 2012",Digital Extremes / 2K China
The Darkness II,Xbox 360,"February 7, 2012",Digital Extremes / 2K China
"Carnival Games: Monkey See, Monkey Do",Kinect,"March 6, 2012",Cat Daddy Games
Major League Baseball 2K12,Microsoft Windows,"March 6, 2012",Visual Concepts
Major League Baseball 2K12,Nintendo DS,"March 6, 2012",Virtuos
Major League Baseball 2K12,PlayStation 2,"March 6, 2012",Virtuos / 2K China
Major League Baseball 2K12,PlayStation 3,"March 6, 2012",Visual Concepts
Major League Baseball 2K12,PlayStation Portable,"March 6, 2012",Virtuos / 2K China
Major League Baseball 2K12,Wii,"March 6, 2012",Virtuos
Major League Baseball 2K12,Xbox 360,"March 6, 2012",Visual Concepts
Nicktoons MLB 3D,Nintendo 3DS,"March 6, 2012",Black Lantern Studios
Sid Meier's Civilization Revolution,Windows Phone,"March 26, 2012",2K China / Firaxis Games
BioShock 2,macOS,"March 29, 2012",Feral Interactive
Sid Meier's Pirates!,Windows Phone,"April 9, 2012",2K China
The Darkness II,macOS,"May 3, 2012",TransGaming
Spec Ops: The Line,Microsoft Windows,"June 26, 2012",Yager Development / Darkside Game Studios / Blind Squirrel Games
Spec Ops: The Line,PlayStation 3,"June 26, 2012",Yager Development / Darkside Game Studios / Blind Squirrel Games
Spec Ops: The Line,Xbox 360,"June 26, 2012",Yager Development / Darkside Game Studios / Blind Squirrel Games
Comedy Central's Indecision Game,Android,"July 10, 2012",Cat Daddy Games / 345 Games
Comedy Central's Indecision Game,iOS,"July 10, 2012",Cat Daddy Games / 345 Games
NBA 2K All Stars,GREE,"July 19, 2012",CyberX
House Pest featuring Fiasco the Cat,Android,"September 10, 2012",Cat Daddy Games
House Pest featuring Fiasco the Cat,Fire OS,"September 10, 2012",Cat Daddy Games
House Pest featuring Fiasco the Cat,iOS,"September 10, 2012",Cat Daddy Games
Borderlands 2,Microsoft Windows,"September 18, 2012",Gearbox Software
Borderlands 2,PlayStation 3,"September 18, 2012",Gearbox Software
Borderlands 2,Xbox 360,"September 18, 2012",Gearbox Software
GridBlock,Android,"September 20, 2012",Cat Daddy Games
GridBlock,iOS,"September 20, 2012",Cat Daddy Games
NBA 2K13,Android,"October 2, 2012",2K China
NBA 2K13,iOS,"October 2, 2012",2K China
NBA 2K13,Microsoft Windows,"October 2, 2012",Visual Concepts / 2K China
NBA 2K13,PlayStation 3,"October 2, 2012",Visual Concepts / 2K China
NBA 2K13,PlayStation Portable,"October 2, 2012",Virtuos
NBA 2K13,Wii,"October 2, 2012",Virtuos
NBA 2K13,Xbox 360,"October 2, 2012",Visual Concepts / 2K China
NBA 2K MyLIFE,Facebook,"October 2, 2012",Visual Concepts
MyNBA 2K,Android,"October 5, 2012",Visual Concepts
MyNBA 2K,iOS,"October 5, 2012",Visual Concepts
XCOM: Enemy Unknown,Microsoft Windows,"October 9, 2012",Firaxis Games / 2K China / Blind Squirrel Games / Darkside Game Studios / Digital Extremes
XCOM: Enemy Unknown,PlayStation 3,"October 9, 2012",Firaxis Games / 2K China / Blind Squirrel Games / Darkside Game Studios / Digital Extremes
XCOM: Enemy Unknown,Xbox 360,"October 9, 2012",Firaxis Games / 2K China / Blind Squirrel Games / Darkside Game Studios / Digital Extremes
Borderlands Legends,iOS,"October 31, 2012",2K China
Bubble Guppies,Nintendo DS,"November 6, 2012",Black Lantern Studios
Nickelodeon Dance 2,Kinect,"November 6, 2012",High Voltage Software
Nickelodeon Dance 2,Wii,"November 6, 2012",High Voltage Software
Team Umizoomi & Dora's Fantastic Flight,Nintendo DS,"November 6, 2012",Black Lantern Studios
NBA 2K13,Wii U,"November 18, 2012",Visual Concepts / 2K China
Borderlands 2,macOS,"November 20, 2012",Aspyr
"Herd, Herd, Herd",iOS,"December 6, 2012",Cat Daddy Games
Dora the Explorer: Dora Saves the Crystal Kingdom,PlayStation 2 Classics on PlayStation 3,"January 8, 2013",High Voltage Software
Dora the Explorer: Dora Saves the Mermaids,PlayStation 2 Classics on PlayStation 3,"January 8, 2013",High Voltage Software
Dora the Explorer: Dora Saves the Snow Princess,PlayStation 2 Classics on PlayStation 3,"January 8, 2013",High Voltage Software
"Go, Diego, Go! Great Dinosaur Rescue",PlayStation 2 Classics on PlayStation 3,"January 8, 2013",High Voltage Software
"Go, Diego, Go! Safari Rescue",PlayStation 2 Classics on PlayStation 3,"January 8, 2013",High Voltage Software
"Herd, Herd, Herd",Android,"January 9, 2013",Cat Daddy Games
"Herd, Herd, Herd",Fire OS,"January 9, 2013",Cat Daddy Games
BioShock Infinite: Industrial Revolution,Web Browser,"January 24, 2013",Lazy 8 Studios
Dora's Big Birthday Adventure,PlayStation 2 Classics on PlayStation 3,"February 26, 2013",High Voltage Software
Major League Baseball 2K13,PlayStation 3,"March 5, 2013",Visual Concepts
Major League Baseball 2K13,Xbox 360,"March 5, 2013",Visual Concepts
BioShock Infinite,Microsoft Windows,"March 26, 2013",Irrational Games / 2K Australia
BioShock Infinite,PlayStation 3,"March 26, 2013",Irrational Games / 2K Australia
BioShock Infinite,Xbox 360,"March 26, 2013",Irrational Games / 2K Australia
XCOM: Enemy Unknown,macOS,"April 25, 2013",Feral Interactive
Pro Baseball 2K,Microsoft Windows,"May 2, 2013",Nexon
Haunted Hollow,iOS,"May 3, 2013",Firaxis Games
Sid Meier's Ace Patrol,iOS,"May 9, 2013",Firaxis Games
Beejumbled,Android,"June 13, 2013",Cat Daddy Games
Beejumbled,iOS,"June 13, 2013",Cat Daddy Games
XCOM: Enemy Unknown,iOS,"June 20, 2013",2K China / Virtuos
Turd Birds,Android,"July 11, 2013",Cat Daddy Games
Turd Birds,iOS,"July 11, 2013",Cat Daddy Games
The Bureau: XCOM Declassified,Microsoft Windows,"August 20, 2013",2K Marin / 2K Australia / 2K China
The Bureau: XCOM Declassified,PlayStation 3,"August 20, 2013",2K Marin / 2K Australia / 2K China
The Bureau: XCOM Declassified,Xbox 360,"August 20, 2013",2K Marin / 2K Australia / 2K China
Sid Meier's Ace Patrol,Microsoft Windows,"August 27, 2013",Firaxis Games
BioShock Infinite,macOS,"August 29, 2013",Aspyr
2K Drive,iOS,"September 5, 2013",Lucid Games
NBA 2K14,Fire OS,"October 1, 2013",Visual Concepts China
NBA 2K14,iOS,"October 1, 2013",Visual Concepts China
NBA 2K14,Microsoft Windows,"October 1, 2013",Visual Concepts / Visual Concepts China
NBA 2K14,PlayStation 3,"October 1, 2013",Visual Concepts / Visual Concepts China
NBA 2K14,Xbox 360,"October 1, 2013",Visual Concepts / Visual Concepts China
WWE 2K14,PlayStation 3,"October 29, 2013",Yuke's / Visual Concepts
WWE 2K14,Xbox 360,"October 29, 2013",Yuke's / Visual Concepts
MyNBA 2K14,Android,"November 8, 2013",Cat Daddy Games
MyNBA 2K14,Fire OS,"November 8, 2013",Cat Daddy Games
MyNBA 2K14,iOS,"November 8, 2013",Cat Daddy Games
Spec Ops: The Line,macOS,"November 8, 2013",Digital Tribe Games
